,Mã sản phẩm,Thương hiệu,Giá tiền,Đường kính mặt,Chống nước,Chất liệu mặt,Năng lượng sử dụng,Size dây,Chất liệu dây,Chất liệu vỏ,Kiểu dáng,Xuất xứ,Chế độ bảo hành
1897,QQ-GW86J007Y,Q&Q Citizen,2.041.200đ,55 mm,10ATM,Kính cứng chịu lực,Quartz/Pin,,Dây cao su,Vỏ nhựa,Đồng hồ Nam,China,Bảo hành quốc tế 01 năm
1898,BS-17-13085-921,Bruno Sohnle,11.817.000đ,38mm,3 ATM,Sapphire,Quartz (Điện tử),20mm,dây da,Thép không gỉ,Đồng hồ Nam,Đức,Bảo hành quốc tế 02 năm
1899,DM61115B,Diamond D,3.159.000đ,27*30 mm,3 ATM,Kính sapphire,Quartz,,dây da,"Hợp kim , đính đá swarovsky",Nữ,China,Bảo hành quốc tế 10 năm
1900,DM65125B,Diamond D,2.601.000đ,20**23mm,3ATM,Kính sapphire,Quartz/Pin,10mm,Dây da,"Hợp kim , đính đá swarovsky",Nữ,China,Bảo hành quốc tế 10 năm
1901,QQ-M133J004Y,Q&Q Citizen,1.080.000đ,52 mm,10ATM,Kính cứng chịu lực,Quartz/Pin,,Dây cao su,Vỏ nhựa,Đồng hồ Nam,China,Bảo hành quốc tế 01 năm
1902,DM61115R,Diamond D,3.159.000đ,31**34mm,3ATM,Kính sapphire,Quartz/Pin,18mm,Dây da,"Hợp kim , đính đá swarovsky",Nữ,China,Bảo hành quốc tế 10 năm
1903,QQ-M144J005Y,Q&Q Citizen,1.382.400đ,50 mm,10ATM,Kính cứng chịu lực,Quartz/Pin,,Dây cao su,Vỏ nhựa,Đồng hồ Nam,China,Bảo hành quốc tế 01 năm
1904,QQ-Q890J212Y,Q&Q Citizen,950.400đ,44 mm,5ATM,Kính cứng chịu lực,Quartz/Pin,,Hợp kim thép,Hợp kim thép,Đồng hồ Nam,China,Bảo hành quốc tế 01 năm
1905,AT-20342.45.21,Atlantic Swiss,7.551.000đ,27mm,3ATM,Sapphire,Quartz (Điện tử),14mm,Dây da,Thép không gỉ mạ PVD,Nữ,Thụy Sỹ,Bảo hành quốc tế 02 năm
1906,G-W,Aries Gold AG-L5039Z,6.372.000đ,32 mm,3 ATM,Sapphire,Quartz/Pin,,Stainless Steel,Stainless Steel,Nữ,Singapore,Bảo hành quốc tế 02 năm
1907,QQ-Q206J404Y,Q&Q Citizen,950.400đ,45 mm,3ATM,Kính cứng chịu lực,Quartz/Pin,,Hợp kim thép,Hợp kim thép,Đồng hồ Nam,China,Bảo hành quốc tế 01 năm
1908,BS-17-33192-263,Bruno Sohnle,14.175.000đ,33 mm,3 ATM,Sapphire,Quartz (Điện tử),,Dây da,Thép không gỉ mạ PVD,Đồng hồ Nữ,Đức,Bảo hành quốc tế 02 năm
1909,BS-17-33185-950,Bruno Sohnle,12.447.000đ,32.5 mm,5 ATM,Sapphire,Quartz (Điện tử),,Thép không gỉ mạ PVD,Thép không gỉ mạ PVD,Đồng hồ Nữ,Đức,Bảo hành quốc tế 02 năm
1910,QQ-Q398-401Y,Q&Q Citizen,950.400đ,38 mm,3ATM,Kính cứng chịu lực,Quartz/Pin,,Hợp kim thép,Hợp kim thép,Đồng hồ Nam,China,Bảo hành quốc tế 01 năm
1911,QQ-Q708J204Y,Q&Q Citizen,874.800đ,40 mm,5ATM,Kính cứng chịu lực,Quartz/Pin,,Hợp kim thép,Hợp kim thép,Đồng hồ Nam,China,Bảo hành quốc tế 01 năm
1912,CT-EL3044-89D,Citizen,3.591.000đ,31mm,3 ATM,Mineral (Kính cứng chịu lực),Quatz ( Máy pin ),,Thép không gỉ,Thép không gỉ,Đồng hồ nữ,Nhật Bản,Bảo hành quốc tế 01 năm
1913,QQ-A164J205Y,Q&Q Citizen,1.177.200đ,36 mm,5ATM,Kính cứng chịu lực,Quartz/Pin,,Hợp kim thép,Hợp kim thép,Đồng hồ Nam,China,Bảo hành quốc tế 01 năm
1914,CT-ER0201-72A,Citizen,3.006.000đ,26.5mm,5ATM,Mineral (Kính cứng chịu lực),Quatz ( Máy pin ),,Thép không gỉ,Thép không gỉ,Nữ,Nhật Bản,Bảo hành quốc tế 01 năm
1915,AT-50356.45.21,Atlantic Swiss,15.813.000đ,38mm,5ATM,Sapphire,Quartz (Điện tử),20mm,Thép không gỉ mạ PVD,Thép không gỉ mạ PVD,Nam,Thụy Sỹ,Bảo hành quốc tế 02 năm
1916,AT-50356.43.21G,Atlantic Swiss,13.293.000đ,38mm,5ATM,Sapphire,Quartz (Điện tử),20mm,Thép không gỉ (mạ Demi PVD ),Thép không gỉ (mạ Demi PVD ),Đồng hồ Nam,Thụy Sỹ,Bảo hành quốc tế 02 năm
1917,QQ-VR88J002Y,Q&Q Citizen,864.000đ,48 mm,10ATM,Kính cứng chịu lực,Quartz/Pin,,Dây cao su,Vỏ nhựa,Đồng hồ Nam,China,Bảo hành quốc tế 01 năm
1918,CA-LTP-V005G-9AUDF,Casio,1.021.500đ,28mm,3ATM,Kính khoáng,Quartz (Điện tử),,Thép không gỉ,,Đồng hồ Nữ,,Bảo hành quốc tế 01 năm
1919,QQ-A438J202Y,Q&Q Citizen,1.047.600đ,40 mm,5ATM,Kính cứng chịu lực,Quartz/Pin,,Hợp kim thép,Hợp kim thép,Đồng hồ Nam,China,Bảo hành quốc tế 01 năm
1920,DM37975R,Diamond D,3.465.000đ,42 mm,3 ATM,Kính sapphire,Quartz,,dây da,"Hợp kim , đính đá swarovsky",Nữ,China,Bảo hành quốc tế 10 năm
1921,CT-AR1133-23A,Citizen,6.201.000đ,,3ATM,Sapphire,Eco-Drive (Năng Lượng Ánh Sáng),,Dây da,Stainless Steel,Đồng hồ Nam,China,Bảo hành quốc tế 01 năm
1922,QQ-Q946J204Y,Q&Q Citizen,766.800đ,44 mm,3ATM,Kính cứng chịu lực,Quartz/Pin,,Hợp kim thép,Hợp kim thép,Đồng hồ Nam,China,Bảo hành quốc tế 01 năm
1923,G-W,Aries Gold AG-G9004,6.552.000đ,42 mm,5  ATM,Sapphire,Automatic ( Cơ tự động ),22 mm,Thép không gỉ mạ PVD,Thép không gỉ mạ PVD,Nam,Singapore,Bảo hành quốc tế 02 năm
1924,DM37735R,Diamond D,3.096.000đ,35mm,3 ATM,Kính sapphire,Quartz,,dây da,"Hợp kim , đính đá swarovsky",Nữ,China,Bảo hành quốc tế 10 năm
1925,JL-1-1938C,Jacques Lemans,3.366.000đ,30 mm,5  ATM,hardened crystex crystal (Kính cứng ),Quartz (Điện tử),15 mm,Dây da,Thép không gỉ,Nữ,Áo,Bảo hành quốc tế 02 năm
1926,BS-17-13136-242,Bruno Sohnle,10.872.000đ,"31,5 mm",3 ATM,Sapphire,Quartz (Điện tử),,Thép không gỉ,Thép không gỉ,Nữ,Đức,Bảo hành quốc tế 02 năm
1927,CT-BF2001-12A,Citizen,2.970.000đ,41 mm,5 ATM,Mineral Crystal,Quartz/Pin,,Stainless Steel,Stainless Steel,Nam,China,Bảo hành quốc tế 01 năm
1928,CT-BE9170-56A,Citizen,3.582.000đ,39 mm,5 ATM,Kính khoáng,Quartz/Pin,,Stainless Steel,Stainless Steel,Đồng hồ Nam,China,Bảo hành quốc tế 01 năm
1929,CT-AN3612-09X,Citizen,4.950.000đ,41 mm,5 ATM,Kính khoáng (Mineral),Quartz/Pin,,Dây da chính hãng,Thép không gỉ,Đồng hồ Nam,China,Bảo hành quốc tế 01 năm
1930,QQ-C193J204Y,Q&Q Citizen,766.800đ,29 mm,3ATM,Kính cứng chịu lực,Quartz/Pin,,Hợp kim thép,Hợp kim thép,Đồng hồ Nữ,China,Bảo hành quốc tế 01 năm
1931,QQ-VR52J004Y,Q&Q Citizen,637.200đ,41 mm,10ATM,Kính cứng chịu lực,Quartz/Pin,,Dây cao su,Vỏ nhựa,Đồng hồ Nam,China,Bảo hành quốc tế 01 năm
1932,CT-EU6070-51D,Citizen,3.231.000đ,28mm,5 ATM,Mineral Crystal,Quartz/Pin,,Stainless Steel,Stainless Steel,Đồng Hồ Nữ,China,Bảo hành quốc tế 01 năm
1933,S-NUM,Aries Gold AG-LR68Q,4.027.500đ,26 mm,5  ATM,Sapphire,Quartz/Pin,13 mm,Thép không gỉ,Thép không gỉ,Đồng hồ nữ,Singapore,Bảo hành quốc tế 02 năm
1934,CT-BH5000-08A,Citizen,2.727.000đ,41 mm,5 ATM,Kính khoáng (Mineral),Quartz/Pin,,Dây da chính hãng,Thép không gỉ,Đồng hồ Nam,China,Bảo hành quốc tế 01 năm
1935,E-3439.322.20.26.30,Epos Swiss,63.900.000đ,41.7 mm,,Sapphire,Automatic,20 mm,Thép không gỉ,Thép không gỉ,Đồng hồ nam,Thụy Sỹ,Bảo hành quốc tế 02 năm
1936,QQ-VR52J009Y,Q&Q Citizen,637.200đ,41 mm,10ATM,Kính cứng chịu lực,Quartz/Pin,,Dây cao su,Vỏ nhựa,Đồng hồ Nam,China,Bảo hành quốc tế 01 năm
1937,E-3439.322.24.18.25,Epos Swiss,63.270.000đ,42 mm,5 ATM,Sapphire,Automatic,20 mm,Dây da chính hãng,Thép không gỉ,Đồng hồ nam,Thụy Sỹ,Bảo hành quốc tế 02 năm
1938,CT-NH8381-12L,Citizen,4.959.000đ,46.2mm,10 ATM,Mineral (Kính cứng chịu lực),Automatic (Cơ tự động),,Dây Cao su,Thép không gỉ,Đồng hồ Nam,China,Bảo hành quốc tế 01 năm
1939,QQ-C196J204Y,Q&Q Citizen,766.800đ,40 mm,3ATM,Kính cứng chịu lực,Quartz/Pin,,Hợp kim thép,Hợp kim thép,Đồng hồ Nam,China,Bảo hành quốc tế 01 năm
1940,BS-17-13085-245,Bruno Sohnle,11.817.000đ,38mm,3 ATM,Sapphire,Quartz (Điện tử),,Dây da,Thép không gỉ,Đồng hồ Nam,Đức,Bảo hành quốc tế 02 năm
1941,QQ-QA58J202Y,Q&Q Citizen,928.800đ,45 mm,5ATM,Kính cứng chịu lực,Quartz/Pin,,Hợp kim thép,Hợp kim thép,Đồng hồ Nam,China,Bảo hành quốc tế 01 năm
1942,CT-ED8184-51A,Citizen,3.834.000đ,33 mm,3 ATM,Kính khoáng (Mineral),Quartz/Pin,,Thép không gỉ,Thép không gỉ,Đồng hồ Nam,China,Bảo hành quốc tế 01 năm
1943,SW-WHITE,Aries Gold AG-G715H,4.477.500đ,42 mm,10  ATM,Sapphire,Quartz/Pin,22 mm,Thép không gỉ,Thép không gỉ,Đồng hồ nam,Singapore,Bảo hành quốc tế 02 năm
1944,QQ-Q620-401Y,Q&Q Citizen,950.400đ,35 mm,3ATM,Kính cứng chịu lực,Quartz/Pin,,Hợp kim thép,Hợp kim thép,Đồng hồ Nam,China,Bảo hành quốc tế 01 năm
1945,QQ-Q888J204Y,Q&Q Citizen,982.800đ,44 mm,5ATM,Kính cứng chịu lực,Quartz/Pin,,Hợp kim thép,Hợp kim thép,Đồng hồ Nam,China,Bảo hành quốc tế 01 năm
1946,S-BU,Aries Gold AG-G7231B,5.602.500đ,43 mm,5  ATM,Sapphire,Quartz/Pin,18 mm,Thép không gỉ,Thép không gỉ,Nam,Singapore,Bảo hành quốc tế 02 năm
1947,CT-EZ7010-56D,Citizen,3.582.000đ,24 mm,3ATM,Kính khoáng (Mineral),Quartz/Pin,,Thép không gỉ,Thép không gỉ,Đồng hồ Nữ,China,Bảo hành quốc tế 01 năm
1948,ST-700.03,Stuhrling Original Swiss,10.764.000đ,35 mm,5 ATM,Krysterna crystal ( kính cứng ),Quartz/Pin,22 mm,Stainless Steel,Stainless Steel,Nữ,China,Bảo hành quốc tế 02 năm
1949,CT-ER0214-54D,Citizen,4.176.000đ,30mm,5 ATM,Kính khoáng (Mineral),Quartz/Pin,14 mm,Thép không gỉ,Thép không gỉ,Đồng hồ Nữ,China,Bảo hành quốc tế 01 năm
1950,E-3387.152.22.15.32,Epos Swiss,38.520.000đ,39mm,5ATM,Kính sapphire,Automatic (Cơ tự động),20mm,Thép không gỉ mạ PVD,Thép không gỉ mạ PVD,Đồng hồ Nam,Thụy Sỹ,Bảo hành quốc tế 02 năm
1951,QQ-Q948J204Y,Q&Q Citizen,766.800đ,39 mm,3ATM,Kính cứng chịu lực,Quartz/Pin,,Hợp kim thép,Hợp kim thép,Đồng hồ Nam,China,Bảo hành quốc tế 01 năm
1952,ST-716.02,Stuhrling Original Swiss,8.289.000đ,38 mm,5 ATM,Krysterna crystal ( kính cứng ),Quartz/Pin,16 mm,Stainless Steel,Stainless Steel,Đồng hồ Nữ,China,Bảo hành quốc tế 02 năm
1953,ST-716.03,Stuhrling Original Swiss,8.415.000đ,38 mm,5 ATM,Krysterna crystal ( kính cứng ),Quartz/Pin,,Stainless Steel,Stainless Steel,Đồng hồ Nữ,China,Bảo hành quốc tế 02 năm
1954,BS-17-33045-971,Bruno Sohnle,11.025.000đ,29 mm,3 ATM,Sapphire,Quartz (Điện tử),,Dây da,Thép không gỉ mạ PVD,Nữ,Đức,Bảo hành quốc tế 02 năm
1955,G-BR,Aries Gold AG-L1002,3.240.000đ,33.5 mm,3  ATM,Sapphire,Quartz/Pin,18 mm,Dây da,Thép không gỉ mạ PVD,Nữ,Singapore,Bảo hành quốc tế 02 năm
1956,CT-AN3614-54A,Citizen,5.292.000đ,41 mm,5 ATM,Krysterna crystal ( kính cứng ),Quartz/Pin,,Stainless Steel,Thép không gỉ,Đồng hồ Nam,China,Bảo hành quốc tế 01 năm
1957,CT-AN8168-51H,Citizen,4.266.000đ,44 mm,5 ATM,Kính khoáng (Mineral),Quartz/Pin,,Thép không gỉ,Thép không gỉ,Đồng hồ Nam,China,Bảo hành quốc tế 01 năm
1958,ST-740.03,Stuhrling Original Swiss,17.820.000đ,44 mm,5 ATM,Krysterna crystal ( kính cứng ),Automatic (Cơ tự động),,Dây da chính hãng,Stainless Steel,Đồng hồ Nam,China,Bảo hành quốc tế 02 năm
1959,CT-EL3042-50P,Citizen,3.762.000đ,31 mm,5ATM,Mineral Crystal,Quartz/Pin,,Stainless Steel,Stainless Steel,Đồng Hồ Nữ,China,Bảo hành quốc tế 01 năm
1960,E-3434.183.20.35.24,Epos Swiss,40.050.000đ,"43,5mm",10ATM,Kính sapphire,Máy cơ lên cót bằng tay,22mm,Dây da,Thép không gỉ mạ PVD,Đồng hồ Nam,Thụy Sỹ,Bảo hành quốc tế 02 năm
1961,CT-AN3610-71A,Citizen,4.779.000đ,41 mm,5 ATM,Kính khoáng,Quartz/Pin,20 mm,Thép không gỉ,Thép không gỉ,Đồng hồ nam,China,Bảo hành quốc tế 01 năm
1962,CT-EQ0599-20X,Citizen,2.781.000đ,27.5 mm,3 ATM,Kính khoáng,Quartz/Pin,,Dây da,Stainless Steel,Đồng Hồ Nữ,China,Bảo hành quốc tế 01 năm
1963,QQ-Q954J204Y,Q&Q Citizen,1.047.600đ,42 mm,3ATM,Kính cứng chịu lực,Quartz/Pin,,Hợp kim thép,Hợp kim thép,Đồng hồ Nam,China,Bảo hành quốc tế 01 năm
1964,QQ-DG18J003Y,Q&Q Citizen,1.101.600đ,49 mm,10ATM,Kính cứng chịu lực,Quartz/Pin,,Dây nhựa,Vỏ nhựa,Nam,China,Bảo hành quốc tế 01 năm
1965,QQ-Q967J401Y,Q&Q Citizen,1.274.400đ,38 mm,3ATM,Kính cứng chịu lực,Quartz/Pin,,Hợp kim thép,Hợp kim thép,Đồng hồ Nữ,China,Bảo hành quốc tế 01 năm
1966,AT-71365.43.31G,Atlantic Swiss,12.582.000đ,41 mm,10 ATM,Sapphire,Quartz (Điện tử),22mm,Thép không gỉ ( mạ Demi PVD ),Thép không gỉ (mạ Demi PVD ),Nam,Thụy Sỹ,Bảo hành quốc tế 02 năm
1967,QQ-Q967J402Y,Q&Q Citizen,1.274.400đ,38 mm,3ATM,Kính cứng chịu lực,Quartz/Pin,,Hợp kim thép,Hợp kim thép,Đồng hồ Nữ,China,Bảo hành quốc tế 01 năm
1968,G-W,Aries Gold AG-L5008Z,4.925.250đ,32 mm,3  ATM,Sapphire,Quartz/Pin,16 mm,Dây da,"Thép không gỉ mạ PVD , đính đá",Nữ,Singapore,Bảo hành quốc tế 02 năm
1969,CT-EJ6104-51P,Citizen,3.195.000đ,24 mm,5 ATM,Mineral Crystal (Kính Cứng),Quartz/Pin,,Stainless Steel,Stainless Steel,Đồng Hồ Nữ,China,Bảo hành quốc tế 01 năm
1970,QQ-VR97J002Y,Q&Q Citizen,518.400đ,30 mm,10ATM,Kính cứng chịu lực,Quartz/Pin,,Dây nhựa,Vỏ nhựa,Đồng hồ trẻ em,China,Bảo hành quốc tế 01 năm
1971,BS-17-13043-726,Bruno Sohnle,19.215.000đ,"40,5 mm",10 ATM,Sapphire,Quartz (Điện tử),20mm,Thép không gỉ,Thép không gỉ,Nam,Đức,Bảo hành quốc tế 02 năm
1972,CT-NH8391-51L,Citizen,7.327.800đ,40 mm,5 ATM,Kính khoáng (Mineral),Automatic (Cơ tự động),20 mm,Thép không gỉ,Thép không gỉ,Đồng hồ Nam,China,Bảo hành quốc tế 01 năm
1973,CT-BV1114-18L,Citizen,5.976.000đ,40 mm,5 ATM,Kính khoáng,Eco-Drive,20 mm,Dây da chính hãng,Thép không gỉ,Đồng hồ nam,China,Bảo hành quốc tế 01 năm
1974,S-SRG,Aries Gold AG-G725A,6.277.500đ,44 mm,5  ATM,Sapphire,Quartz/Pin,22 mm,Thép không gỉ,Thép không gỉ,Nam,Singapore,Bảo hành quốc tế 02 năm
1975,E-3387.152.24.48.34,Epos Swiss,38.520.000đ,39 mm,3ATM,Kính sapphire,Automatic (Cơ tự động),20 mm,Thép không gỉ mạ PVD rose gold,Thép không gỉ mạ PVD rose gold,Đồng hồ Nam,Thụy Sỹ,Bảo hành quốc tế 02 năm
1976,BS-17-13073-141E,Bruno Sohnle,18.432.000đ,43 mm,10 ATM,Sapphire,Quartz (Điện tử),22 mm,Dây da,Thép không gỉ,Đồng hồ Nam,Đức,Bảo hành quốc tế 02 năm
1977,E-3420.152.24.14.34,Epos Swiss,42.750.000đ,40mm,3ATM,Kính sapphire,Automatic (Cơ tự động),20mm,Thép không gỉ mạ PVD rose gold,Thép không gỉ mạ PVD rose gold,Đồng hồ Nam,Thụy Sỹ,Bảo hành quốc tế 02 năm
1978,ST-894.04,Stuhrling Original Swiss,14.787.000đ,42 mm,5 ATM,Krysterna crystal ( kính cứng ),Quartz/Pin,,Dây cao su,Stainless Steel,Đồng hồ Nam,China,Bảo hành quốc tế 02 năm
1979,CT-EW2484-82B,Citizen,5.886.900đ,28mm,3 ATM,Kính khoáng,Eco-Drive (Năng Lượng Ánh Sáng),,Stainless Steel,Stainless Steel,Đồng Hồ Nữ,China,Bảo hành quốc tế 01 năm
1980,E-3409.132.20.15.25,Epos Swiss,26.550.000đ,39mm,5ATM,Kính sapphire,Automatic (Cơ tự động),20mm,Dây da,Thép không gỉ,Đồng hồ Nam,Thụy Sỹ,Bảo hành quốc tế 02 năm
1981,S-S,Aries Gold AG-L5003,4.212.000đ,26 mm,3  ATM,Sapphire,Quartz/Pin,13 mm,Thép không gỉ,Thép không gỉ,Nữ,Singapore,Bảo hành quốc tế 02 năm
1982,ST-895.04,Stuhrling Original Swiss,11.079.000đ,42 mm,5 ATM,Krysterna crystal ( kính cứng ),Quartz/Pin,21 mm,Dây da chính hãng,Stainless Steel,Đồng hồ Nam,China,Bảo hành quốc tế 02 năm
1983,E-3408.208.20.10.15,Epos Swiss,29.880.000đ,40mm,3ATM,Kính sapphire,Máy cơ lên cót bằng tay,20mm,Dây da,Thép không gỉ,Đồng hồ Nam,Thụy Sỹ,Bảo hành quốc tế 02 năm
1984,E-4390.152.20.88.10,Epos Swiss,35.910.000đ,34 mm,5 ATM,Sapphire,Automatic,16 mm,Dây da chính hãng,Thép không gỉ,Đồng hồ nữ,Thụy Sỹ,Bảo hành quốc tế 02 năm
1985,E-3408.208.20.14.15,Epos Swiss,29.880.000đ,40mm,3ATM,Kính sapphire,Máy cơ lên cót bằng tay,20mm,Dây da,Thép không gỉ,Đồng hồ Nam,Thụy Sỹ,Bảo hành quốc tế 02 năm
1986,E-4390.152.20.88.30,Epos Swiss,38.070.000đ,34 mm,5 ATM,Sapphire,Quartz/Pin,16 mm,Thép không gỉ,Thép không gỉ,Đồng hồ nữ,Thụy Sỹ,Bảo hành quốc tế 02 năm
1987,E-4390.152.20.96.30,Epos Swiss,40.950.000đ,34 mm,5 ATM,Sapphire,Automatic,16 mm,Thép không gỉ,Thép không gỉ,Đồng hồ nữ,Thụy Sỹ,Bảo hành quốc tế 02 năm
1988,ST-897.03,Stuhrling Original Swiss,10.458.000đ,42 mm,5 ATM,Krysterna crystal ( kính cứng ),Quartz/Pin,19 mm,Dây da chính hãng,Stainless Steel,Đồng hồ Nam,China,Bảo hành quốc tế 02 năm
1989,S-BK,Aries Gold AG-G903A,8.302.500đ,42 mm,5 ATM,Sapphire,Automatic (Cơ tự động),,Dây da chính hãng,Stainless Steel,Đồng hồ Nam,Singapore,Bảo hành quốc tế 02 năm
1990,E-4390.152.22.88.10,Epos Swiss,37.170.000đ,34 mm,5 ATM,Sapphire,Automatic,16 mm,Dây da chính hãng,Hợp kim thép,Đồng hồ nữ,Thụy Sỹ,Bảo hành quốc tế 02 năm
1991,BS-17-13158-741,Bruno Sohnle,12.447.000đ,42 mm,10 ATM,Sapphire,Quartz (Điện tử),,dây da,Thép không gỉ,Đồng hồ Nam,Đức,Bảo hành quốc tế 02 năm
1992,QQ-Q468J401Y,Q&Q Citizen,950.400đ,38 mm,3ATM,Kính cứng chịu lực,Quartz/Pin,,Hợp kim thép,Hợp kim thép,Đồng hồ Nam,China,Bảo hành quốc tế 01 năm
1993,CT-EZ6364-59E,Citizen,3.681.000đ,22mm x 14mm,3 ATM,Kính cứng,Quartz/Pin,,Stainless Steel,Stainless Steel,Đồng Hồ Nữ,China,Bảo hành quốc tế 01 năm
1994,BKR-BKRG,Aries Gold AG-G7301,6.277.500đ,42.5 mm,5 ATM,Sapphire,Quartz/Pin,22 mm,Thép không gỉ,Thép không gỉ,Đồng hồ nam,Singapore,Bảo hành quốc tế 02 năm
1995,AT-53750.41.21,Atlantic Swiss,23.688.000đ,42mm,5ATM,Sapphire,Automatic,21mm,Dây da,Thép  không gỉ,Nam,Thụy Sỹ,Bảo hành quốc tế 02 năm
1996,E-3410.142.20.15.25,Epos Swiss,28.710.000đ,39mm,5ATM,Kính sapphire,Automatic (Cơ tự động),20mm,Dây da,Thép không gỉ,Đồng hồ Nam,Thụy Sỹ,Bảo hành quốc tế 02 năm
1997,S-BLACK,Aries Gold AG-G7301,6.277.500đ,42.5 mm,5 ATM,Sapphire,Quartz/Pin,22 mm,Thép không gỉ,Thép không gỉ,Đồng hồ nam,Singapore,Bảo hành quốc tế 02 năm
1998,BS-17-13162-252,Bruno Sohnle,17.325.000đ,34 mm,3ATM,Sapphire,Quartz (Điện tử),,Thép không gỉ,Thép không gỉ,Nữ,Đức,Bảo hành quốc tế 02 năm
1999,RG-BU,Aries Gold AG-G9026,7.092.000đ,42 mm,5 ATM,Sapphire,Quartz/Pin,22 mm,Thép không gỉ,Thép không gỉ,Đồng hồ nam,Singapore,Bảo hành quốc tế 02 năm
2000,CT-AR3074-03A,Citizen,8.370.000đ,38.4 mm,3 ATM,Sapphire,Eco-Drive,20 mm,Dây da chính hãng,Thép không gỉ,Đồng hồ nam,China,Bảo hành quốc tế 01 năm
2001,QQ-VR28J016Y,,518.400đ,,,,,,,,,China,
2002,ST-933.01,Stuhrling Original Swiss,11.907.000đ,42 mm,5 ATM,Krysterna crystal ( kính cứng ),Quartz/Pin,,Dây da chính hãng,Stainless Steel,Nam,China,Bảo hành quốc tế 02 năm
2003,ST-933.02,Stuhrling Original Swiss,11.907.000đ,42 mm,5 ATM,Krysterna crystal ( kính cứng ),Quartz/Pin,,Dây da chính hãng,Stainless Steel,Nam,China,Bảo hành quốc tế 02 năm
2004,S-SD,Aries Gold AG-GR92A,4.027.500đ,38 mm,5  ATM,Sapphire,Quartz/Pin,20 mm,Thép không gỉ,Thép không gỉ,Nam,Singapore,Bảo hành quốc tế 02 năm
2005,S-RW,Aries Gold AG-KR68Q,4.027.500đ,35 mm,5  ATM,Sapphire,Quartz/Pin,20 mm,Thép không gỉ,Thép không gỉ,Nam,Singapore,Bảo hành quốc tế 02 năm
2006,QQ-F553J401Y,Q&Q Citizen,1.134.000đ,36 mm,3ATM,Kính cứng chịu lực,Quartz/Pin,,Hợp kim thép,Hợp kim thép,Đồng hồ Nữ,China,Bảo hành quốc tế 01 năm
2007,JL-1-1845I,Jacques Lemans,4.932.000đ,40 mm,10  ATM,hardened crystex crystal (Kính cứng ),Quartz (Điện tử),20 mm,Thép không gỉ,Thép không gỉ,Nam,Áo,Bảo hành quốc tế 02 năm
2008,JL-1-1845J,Jacques Lemans,4.932.000đ,40 mm,10  ATM,hardened crystex crystal (Kính cứng ),Quartz (Điện tử),20 mm,Thép không gỉ,Thép không gỉ,Nam,Áo,Bảo hành quốc tế 02 năm
2009,BS-17-13158-341,Bruno Sohnle,12.447.000đ,42 mm,10 ATM,Sapphire,Quartz (Điện tử),,dây da,Thép không gỉ,Đồng hồ Nam,Đức,Bảo hành quốc tế 02 năm
2010,G-BK,Aries Gold AG-G7301,6.277.500đ,42.5 mm,5  ATM,Sapphire,Quartz/Pin,22 mm,Thép không gỉ mạ PVD,Thép không gỉ mạ PVD,Đồng hồ nam,Singapore,Bảo hành quốc tế 02 năm
2011,ST-897.01,Stuhrling Original Swiss,10.458.000đ,42 mm,5 ATM,Krysterna crystal ( kính cứng ),Quartz/Pin,19 mm,Dây da chính hãng,Stainless Steel,Nam,China,Bảo hành quốc tế 02 năm
2012,DM36375W,Diamond D,3.096.000đ,24mm,3ATM,Kính sapphire,Quartz/Pin,16mm,Dây da,"Hợp kim , đính đá swarovsky",Nữ,China,Bảo hành quốc tế 10 năm
2013,DM36285RG-W,Diamond D,4.095.000đ,31mm,3 ATM,Kính sapphire,Quartz,,dây da,"Hợp kim mạ PVD rose gold , đính đá swarovsky",Nữ,China,Bảo hành quốc tế 10 năm
2014,QQ-VQ94J015Y,Q&Q Citizen,626.400đ,39 mm,3ATM,Kính cứng chịu lực,Quartz/Pin,,Dây nhựa,Vỏ nhựa,Đồng hồ Nữ,China,Bảo hành quốc tế 01 năm
2015,QQ-VQ94J008Y,Q&Q Citizen,626.400đ,39 mm,3ATM,Kính cứng chịu lực,Quartz/Pin,,Dây nhựa,Vỏ nhựa,Đồng hồ Nữ,China,Bảo hành quốc tế 01 năm
2016,JL-1-1901E,Jacques Lemans,5.193.000đ,44 mm,10  ATM,hardened crystex crystal (Kính cứng ),Quartz (Điện tử),22 mm,Thép không gỉ,Thép không gỉ,Nam,Áo,Bảo hành quốc tế 02 năm
2017,DM3821L-55B,Diamond D,6.435.000đ,36mm,3ATM,Kính sapphire,Quartz/Pin,16mm,Ceramic,Ceramic,Đồng hồ Nữ,China,Bảo hành quốc tế 10 năm
2018,DM65085RG-P,Diamond D,3.406.500đ,20*25 mm,3 ATM,Kính sapphire,Quartz,14mm,dây da,"Hợp kim mạ PVD rose gold , đính đá swarovsky",Nữ,China,Bảo hành quốc tế 10 năm
2019,QQ-C214J315Y,Q&Q Citizen,637.200đ,40 mm,3ATM,Kính cứng chịu lực,Quartz/Pin,,Dây da,Hợp kim thép,Nam,China,Bảo hành quốc tế 01 năm
2020,AT-87463.41.61,Atlantic Swiss,11.268.000đ,42mm,10 ATM,Sapphire,Quartz (Điện tử),22mm,Dây da,Thép không gỉ,Nam,Thụy Sỹ,Bảo hành quốc tế 02 năm
