,Giá tiền,Mã sản phẩm,Nhãn hiệu,Nguồn gốc,Kiểu máy,Kích cỡ,Chất liệu vỏ,Chất liệu dây,Chất liệu kính,Độ chịu nước,Chức năng khác,Bảo hiểm,Bảo hành quốc tế,Giới tính
1982,5.410.000,OPA28019DLK-V,Olympia Star,Thụy Sỹ,Swiss quartz (chạy pin),31.5mm,Thép không gỉ 316L/Mạ vàng PVD,Thép không gỉ 316L/Mạ vàng PVD,Kính Sapphire,30M,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
1983,1.550.000,FL.1.10065.2,Freelook,Pháp,Quartz (Pin),32mm,Thép không gỉ 316L,Dây da,Kính Cứng,50m,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
1984,9.300.000,CA7001-87L,Citizen,Nhật Bản,Eco - Drive,"42,5mm",Thép không gỉ,Thép không gỉ,Kính cứng chịu lực,100M,,5 năm cả lỗi người dùng tại Xwatch,1 năm tiêu chuẩn đồng hồ chính hãng,Nam
1985,2.780.000,F.8.1060.03,Freelook,Pháp,Quartz (Pin),27mm,Thép không gỉ 316L,Thép không gỉ,Kính Cứng,50m,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
1986,16.500.000,BL8144-89H,Citizen,Nhật Bản,Eco-drive,41mm,Thép - PVD vàng,Thép - PVD vàng,Kính Sapphire,100M,Perpetual Calendar,5 năm cả lỗi người dùng tại Xwatch,1 năm tiêu chuẩn đồng hồ chính hãng,Nam
1987,5.885.000,BM7460-11E,Citizen,Nhật Bản,Eco-Drive,40 mm,Thép không gỉ 316L,Dây da,Kính cứng,50m,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
1988,10.450.000,EM0380-57D,Citizen,Nhật Bản,Eco-Drive,30mm,Thép không gỉ,Thép không gỉ,Sapphire,30m,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
1989,8.500.000,CA0125-07E,Citizen,Nhật Bản,Eco - Drive,45mm,Thép - PVD Ion đen,Cao su,Kính cứng chịu lực,100M,,5 năm cả lỗi người dùng tại Xwatch,1 năm tiêu chuẩn đồng hồ chính hãng,Nam
1990,13.240.000,SRP864J1,Seiko,Nhật Bản,Automatic,33 mm,Thép không gỉ 316L,Dây Da,Kính sapphire,100 m,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
1991,8.985.000,EX1496-82A,,Nhật Bản,Eco - Drive,29.5mm,Thép - PVD vàng hồng,Thép - PVD vàng hồng,Kính Sapphire,50M,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
1992,9.990.000,FET0P002B0,Orient,Nhật Bản,Automatic,41.5 mm,Thép không gỉ 316L/Mạ PVD,Thép không gỉ 316L/Mạ PVD,Kính Sapphire,30 m,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
1993,5.650.000,AW1570-87L,Citizen,Nhật Bản,Eco-drive,41mm,Thép không gỉ,Thép không gỉ,Kính cứng chịu lực,100M,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
1994,4.780.000,FER2400DB0,Orient,Nhật Bản,Automatic,40.5 mm,Thép không gỉ 316L,Da,Kính cứng,30 m,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
1995,5.590.000,SRPB31K1,Seiko,Nhật Bản,Automatic,42mm,Thép không gỉ 316L,Dây cao su,Kính cứng,100M,"Lịch ngày, Lịch thứ.",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
1996,4.520.000,FGW01008W0,Orient,Nhật Bản,Quarzt,38mm,Thép không gỉ 316L,Dây da,Sapphire,50m,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
1997,5.200.000,SSB305P1,Seiko,Nhật Bản,Quartz,44 mm,Thép không gỉ 316L,Dây da,Kính cứng,100 m,"Lịch ngày, Chronograph, dạ quang",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
1998,7.450.000,SG19191.4902,SRWatch,Nhật Bản,Japan Automatic Movement (Máy Cơ),41mm,Thép không gỉ/Mạ vàng hồng PVD,Dây da,Kính Sapphire,50m,"Dạ quang, Skeleton",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
1999,5.620.000,AW1040-56E,Citizen,Nhật Bản,Eco-Drive,44mm,Thép không gỉ,Thép không gỉ,Kính cứng chịu lực,100M,,5 năm cả lỗi người dùng tại Xwatch,1 năm tiêu chuẩn đồng hồ chính hãng,Nam
2000,24.880.000,RE-AV0113S00B,Orient,Nhật Bản,Automatic,41 mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính Sapphire,100M,"Open heart, dạ quang, kim đo năng lượng",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
2001,28.280.000,OG358.53A42GR-GL,Ogival,Thụy Sỹ,Automatic,42mm,Thép không gỉ/Mạ PVD,Dây da,Kính Sapphire,30M,Skeleton (Lộ máy toàn bộ),5 năm cả lỗi người dùng tại Xwatch,2 năm,Nam
2002,7.750.000,SRPB59K1,Seiko,Nhật Bản,Automatic,44.7mm,Thép không gỉ,Dây da,Hardlex Crystal,100 m,lịch ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
2003,2.920.000,F20358/3,,Tây Ban Nha,Quartz,41 mm,Thép không gỉ 316L,Dây da,Kính Cứng,100M,"Lịch ngày, lịch thứ",5 năm cả lỗi người dùng tại Xwatch,2 năm,Nam
2004,3.685.000,BI1054-12E,Citizen,Nhật Bản,Quartz,40 mm,Thép không gỉ 316L/Mạ PVD,Dây da,Kính cứng,30 m,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
2005,4.720.000,F20308/1,,Tây Ban Nha,Quartz,29mm,Thép không gỉ 316L,Dây da,Kính Cứng,50M,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
2006,5.160.000,C4364/4,Candino,Thuỵ Sĩ,Máy Quartz (Pin),27mm,Thép không gỉ 316L,Thép không gỉ,Kính Sapphire,30m,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
2007,6.950.000,MK2663,,Hoa Kỳ,Quartz,33 mm,Thép không gỉ,Dây da,Kính Cứng,50M,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
2008,13.550.000,SSC479P1,Seiko,Nhật Bản,Solar,44.2 mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính Sapphire chống lóa,100 m,,5 năm cả lỗi người dùng tại Xwatch,1 năm tiêu chuẩn đồng hồ chính hãng,Nam
2009,5.730.000,SUR325P1,Seiko,Nhật Bản,Quartz,40.2 mm,Thép không gỉ 316L,Dây vải Nato,Kính cứng,100 m,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
2010,5.250.000,SSB163P1,Seiko,Nhật Bản,Quartz ( dùng pin ),42 mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính khoáng ( MIneral Glass ),100 m,"Lịch ngày,giờ, bấm giờ thể thao chronoragph",5 năm cả lỗi người dùng tại Xwatch,1 Năm,Nam
2011,3.220.000,SUR195P1,Seiko,Nhật Bản,Quartz,41 mm,Thép không gỉ 316L/Mạ PVD,Thép không gỉ 316L/Mạ PVD,Kính Cứng,100 m,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
2012,9.640.000,SRP853J1,Seiko,Nhật Bản,Automatic,34 mm,Thép,Thép,Kính cứng,50M,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
2013,1.800.000,SL1076.1102TE,SRWatch,Nhật Bản,Quartz,30mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính Sapphire,30m,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
2014,2.300.000,F.8.1077.05,Freelook,Pháp,Quartz (Pin),30mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính Cứng,50m,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
2015,6.950.000,MK8636,,Hoa Kỳ,Quartz,42 mm,Thép không gỉ,Dây da,Kính Cứng,100M,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
2016,3.930.000,F20276/2,,Tây Ban Nha,Quartz,41 mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính Cứng,50M,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nam
2017,9.680.000,RA-AK0310S10B,Orient,Nhật Bản,Automatic,41.5mm,Thép không gỉ 316L,Dây da,Kính Sapphire,50m,"Lịch ngày, lịch thứ, Sun and Moon",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
2018,4.510.000,F16756/1,,Tây Ban Nha,Quartz,48x37 mm,Thép không gỉ 316L,Dây da,Kính Cứng,50M,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nam
2019,5.100.000,F16762/4,,Tây Ban Nha,Quartz,43 mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính Cứng,50M,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nam
2020,11.410.000,NB0000-01E,Citizen,Nhật Bản,Automatic,41mm,Thép không gỉ,Dây da,Kính Sapphire,30M,,5 năm cả lỗi người dùng tại Xwatch,1 năm tiêu chuẩn đồng hồ chính hãng,Nam
2021,4.630.000,SAB0B008WB,Orient,Nhật Bản,Automatic,43mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính cứng,50m,"Lịch ngày, lịch thứ",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
2022,6.000.000,MK3514,,Hoa Kỳ,Quartz,33 mm,Thép không gỉ,Thép không gỉ,Kính Cứng,50M,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
2023,26.440.000,FC-200MPW2AR6B,Frederique Constant,Thụy Sỹ,Quartz,30mm,Thép không gỉ 316L,Thép không gỉ,Kính Sapphire,30M,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
2024,1.750.000,SG1056.4101TE,SRWatch,Nhật Bản,Quartz (Pin),39mm,Thép không gỉ 316L,Dây da,Kính Sapphire,50m,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
2025,1.950.000,SL80060.4102CF,SRWatch,Nhật Bản,Quartz,30mm,Thép không gỉ 316L,Dây da,Kính Sapphire,50m,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
2026,4.070.000,OP5738-80MSK-T,Olym Pianus,Nhật Bản,Quartz (Pin),40mm,Thép không gỉ 316L/Mạ PVD,Thép không gỉ 316L / Mạ vàng PVD,Kính Sapphire,50m,"Lịch ngày, lịch thứ, Moon phase",5 năm cả lỗi người dùng tại Xwatch,2 năm,Nam
2027,4.230.000,F20010/3,Festina,Thụy Sỹ,Swiss quartz (Pin),40 mm,Thép không gỉ 316L,Dây da,Kính Sapphire,100 m,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nam
2028,4.620.000,ED8162-03P,Citizen,Nhật Bản,Quartz,35 mm,Thép không gỉ 316L/Mạ PVD,Dây da,Kính cứng,30 m,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
2029,3.530.000,EZ6330-51A,Citizen,Nhật Bản,Quartz,30mm x 15mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính cứng,30 m,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
2030,5.700.000,FE6080-71X,Citizen,Nhật Bản,Eco-Drive,36mm,Thép không gỉ,Thép không gỉ,Kính cứng,30M,,5 năm cả lỗi người dùng tại Xwatch,1 năm tiêu chuẩn đồng hồ chính hãng,Nữ
2031,5.960.000,OP9920-4AGS-T,Olym Pianus,Nhật Bản,Automatic,41mm,Thép không gỉ/Mạ PVD,Thép không gỉ/Mạ PVD,Kính Sapphire,30M,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
2032,4.260.000,AG8358-87A,Citizen,Nhật Bản,Quartz,39mm,Thép không gỉ,Thép không gỉ / Mạ PVD,Kính cứng,50M,,5 năm cả lỗi người dùng tại Xwatch,1 năm tiêu chuẩn đồng hồ chính hãng,Nam
2033,1.740.000,FL.2.10153.2,Freelook,Pháp,Quartz (Pin),38mm,Thép không gỉ,Thép không gỉ,Kính cứng,30m,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
2034,4.922.000,SNDV53P1,Seiko,Nhật Bản,Quartz,36 mm,Thép,Thép,Kính cứng,50M,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
2035,5.160.000,SSB087P1,Seiko,Nhật Bản,Quartz,44 mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính cứng,100 m,"Lịch ngày, Chronograph",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
2036,2.950.000,SG5521.1302,SRWatch,Nhật Bản,Quartz (Pin),39mm,Thép không gỉ 316L/Mạ vàng hồng PVD,Thép không gỉ 316L/Mạ vàng hồng PVD,Kính Sapphire,50m,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
2037,3.180.000,OP2434-1DLS-T,Olym Pianus,Nhật Bản,Japan movement (Chạy pin),24mm,Thép không gỉ,Thép không gỉ,Kính Sapphire,30M,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
2038,3.660.000,EQ0603-59F,Citizen,Nhật Bản,Quartz (Pin),27.5 mm,Thép không gỉ 316L/Mạ vàng PVD,Thép không gỉ/Mạ vàng PVD,Kính cứng,50m,"Lịch ngày, lịch thứ",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
2039,11.910.000,SEL05003W0,Orient,Nhật Bản,Automatic,38.5 mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính cứng,50 m,"Lịch ngày, Năng lượng cót 40 giờ",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
2040,3.790.000,OPA58082MK-GL-T,Olympia Star,Thụy Sỹ,Swiss (chạy pin),37mm,Thép không gỉ 316L,Dây da,Kính Sapphire,30 m,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
2041,3.930.000,F20331/1,,Tây Ban Nha,Quartz,32mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính Cứng,50M,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
2042,3.780.000,OP2460DLS-D,Olym Pianus,Nhật Bản,Japan movement (Chạy pin),26mm,Thép không gỉ,Thép không gỉ,Kính Sapphire,30M,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
2043,8.340.000,SSC363P1,Seiko,Nhật Bản,Solar,43 mm,Titanium,Titanium,Kính cứng,100M,Bấm giờ,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
2044,13.440.000,NK0008-85L,Citizen,Nhật Bản,Automatic (Máy cơ),41 mm,Thép không gỉ 316L,Thép không gỉ,Kính cứng,50m,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
2045,6.200.000,FE6141-86A,,Nhật Bản,Eco - Drive,33.5 mm,Thép,Thép,Kính cứng,50M,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
2046,7.500.000,BM7375-18H,Citizen,Nhật Bản,Eco - Drive (Năng lượng Mặt Trời),41.5mm,Thép không gỉ 316L,Dây da,Kính Sapphire,100m,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
2047,37.530.000,OG388-31AGS,Ogival,Thụy Sỹ,Automatic,40mm,Thép không gỉ,Dây da,Kính Sapphire,50M,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nam
2048,7.510.000,F6845/4,,Tây Ban Nha,Automatic (Máy cơ),42 mm,Thép không gỉ 316L,Thép không gỉ,Kính cứng,50m,Open heart,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nam
2049,15.960.000,SUT334J1,Seiko,Nhật Bản,Solar,32 mm,Thép không gỉ 316L / Mạ vàng hồng PVD,Thép không gỉ 316L / Mạ vàng hồng PVD,Kính Sapphire,100m,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
2050,13.480.000,RA-AK0007S10B,Orient,Nhật Bản,Automatic,42.5 mm,Thép không gỉ 316L,Dây da,Kính Sapphire,50m,"Lịch ngày. lịch thứ, lịch ngày đêm",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
2051,2.300.000,F.1.1129.05,Freelook,Pháp,Quartz (Pin),34mm,Thép không gỉ,Thép không gỉ,Kính Cứng,50m,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
2052,8.770.000,OP990-45ADDGSR-T,Olym Pianus,Nhật Bản,Automatic (Máy cơ),42 mm,Thép không gỉ 316L/Mạ màu PVD,Thép không gỉ,Kính Sapphire,50m,"Lịch ngày, lịch thứ",5 năm cả lỗi người dùng tại Xwatch,2 năm,Nam
2053,4.230.000,OP89015-3GS-X,Olym Pianus,Nhật Bản,Quartz,41 mm,Thép không gỉ 316L/Mạ PVD,Thép không gỉ 316L/Mạ PVD,Kính Sapphire,50 m,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nam
2054,10.310.000,RA-AK0309B10B,Orient,Nhật Bản,Automatic,41.5mm,Thép không gỉ 316L/ Mạ vàng PVD,Dây da,Kính Sapphire,50m,"Lịch ngày, lịch thứ, Sun and Moon",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
2055,4.050.000,SG8882.4602AT,SRWatch,Nhật Bản,Miyota 8215 (Automatic),40mm,Thép không gỉ 316L,Dây da,Kính cong Sapphire,50m,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
2056,4.590.000,OP8974AMK-V,Olym Pianus,Nhật Bản,Automatic,40mm,Thép không gỉ/Mạ PVD,Thép không gỉ/Mạ PVD,Kính Sapphire,30M,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nam
2057,10.385.000,EW5593-64D,Citizen,Nhật Bản,Eco-Drive (Năng lượng ánh sáng),28.4 mm,Thép không gỉ 316L/Mạ vàng PVD,Dây lưới thép không gỉ/Mạ vàng PVD,Kính Sapphire,50m,Mặt số xà cừ,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
2058,14.110.000,RA-AS0004S00B,Orient,Nhật Bản,Automatic,42 mm,Thép không gỉ 316L / Mạ màu PVD,Dây da,Kính Sapphire,50M,"Hacking stop, Handwiding",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
2059,4.510.000,OP89322AGS-T,Olym Pianus,Nhật Bản,Automatic,40 mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính Sapphire,50 m,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nam
2060,4.960.000,F20332/1,,Tây Ban Nha,Quartz,32mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính Cứng,50M,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
2061,13.760.000,SUT300J1,Seiko,Nhật Bản,Solar,32 mm,Thép không gỉ 316L/Mạ PVD,Dây da,Kính Sapphire chống lóa,100 m,,5 năm cả lỗi người dùng tại Xwatch,1 năm tiêu chuẩn đồng hồ chính hãng,Nữ
2062,9.100.000,MK6405,,Hoa Kỳ,Quartz,39 mm,Thép không gỉ,Thép không gỉ,Kính Cứng,50M,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
2063,4.730.000,FE1083-02A,Citizen,Nhật Bản,Eco-Drive,"29,4mm",Thép Không Gỉ,Dây da,Mineral Glass (Kính cứng),30m,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
2064,12.000.000,96A120,Bulova,Hoa Kỳ,Automatic,42mm,Thép không gỉ 316L,Dây da,Kính cứng,30m,,5 năm cả lỗi người dùng tại Xwatch,3 năm,Nam
2065,10.300.000,98B267,Bulova,Hoa Kỳ,Quartz,43 mm,Thép không gỉ,Dây da,Kính cứng,100m,,5 năm cả lỗi người dùng tại Xwatch,3 năm,Nam
2066,4.860.000,OPA58012-07DLK-T,Olympia Star,Thụy Sỹ,Swiss quartz (chạy pin),26mm,Thép không gỉ/Mạ vàng PVD,Thép không gỉ/Mạ vàng PVD,Kính Sapphire,30M,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
2067,3.850.000,SG8882.4103AT,SRWatch,Nhật Bản,Miyota 8215 (Automatic),40mm,Thép không gỉ 316L,Dây da,Kính cong Sapphire,50m,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
2068,4.200.000,EU6094-53A,Citizen,Nhật Bản,Quartz,28mm,Thép không gỉ,Thép không gỉ,Kính cứng,50M,,5 năm cả lỗi người dùng tại Xwatch,1 năm tiêu chuẩn đồng hồ chính hãng,Nữ
2069,5.800.000,AW1148-09E,Citizen,Nhật Bản,Eco-Drive,41 mm,Thép không gỉ 316L,Dây da,Kính cứng,100m,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
2070,5.500.000,97L146,Bulova,Hoa Kỳ,Quartz,32 mm,Thép không gỉ - Mạ PVD,Dây da,Kính cứng,30m,,5 năm cả lỗi người dùng tại Xwatch,3 năm,Nữ
2071,8.950.000,AR3070-04L,Citizen,Nhật Bản,Eco-drive,38mm,Thép không gỉ,Da,Kính Sapphire,Water Resistant,,5 năm cả lỗi người dùng tại Xwatch,1 năm tiêu chuẩn đồng hồ chính hãng,Nam
2072,5.585.000,NH8350-08B,Citizen,Nhật Bản,Automatic,40 mm,Thép không gỉ 316L/Mạ PVD,Dây da,Kính cứng,50 m,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
2073,3.930.000,F20381/2,,Tây Ban Nha,Quartz,29 mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính Cứng,50M,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
2074,7.960.000,RA-KV0003S10B,Orient,Nhật Bản,Quartz (Pin),42mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính cứng,100m,"Lịch ngày, Chronograph, đồng hồ 24h",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
2075,8.380.000,SRPD65K1,Seiko,Nhật Bản,Automatic,42.5 mm,Thép không gỉ 316L,Thép không gỉ 316L,Harlex Seiko,100 m,"Lịch ngày, lịch thứ",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
2076,4.200.000,OP2460DLSK-T,Olym Pianus,Nhật Bản,Japan movement (Chạy pin),24mm,Thép không gỉ/Mạ PVD,Thép không gỉ/Mạ PVD,Kính Sapphire,30M,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
2077,5.410.000,AW1084-51A,Citizen,Nhật Bản,Eco-Drive,41 mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính cứng,50 m,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
2078,4.520.000,FGW0100CW0,Orient,Nhật Bản,Quartz,38 mm,Thép không gỉ 316L/Mạ PVD,Dây da,Kính Sapphire,50 m,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
2079,4.270.000,RA-AK0507L10B,Orient,Nhật Bản,Automatic,39mm,Thép không gỉ 316L,Dây da,Kính cứng,30m,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
2080,6.730.000,C4365/2,Candino,Thuỵ Sĩ,Máy Quartz (Pin),27mm,Thép không gỉ 316L/Mạ vàng PVD,Thép không gỉ/Mạ vàng PVD,Kính Sapphire,30m,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
2081,9.600.000,97D115,Bulova,Hoa Kỳ,Quartz,42 mm,Thép không gỉ - Mạ PVD,Thép không gỉ - Mạ PVD,Kính cứng,30m,,5 năm cả lỗi người dùng tại Xwatch,3 năm,Nam
2082,2.650.000,SG5751.4102,SRWatch,Nhật Bản,Quartz (Pin),39mm,Thép không gỉ 316L,Dây da,Kính Sapphire,50m,Lịch ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
2083,4.830.000,AN8170-59E,Citizen,Nhật Bản,Quartz,40 mm,Thép không gỉ,Thép không gỉ,Kính Cứng,100 m,"Lịch ngày, Chronograph",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
2084,5.300.000,AN8175-55E,Citizen,Nhật Bản,Quartz,40 mm,Thép không gỉ,Thép không gỉ,Kính Cứng,100 m,"Lịch ngày, Chronograph",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
2085,5.890.000,OP89322ADK-T-HT,Olym Pianus,Nhật Bản,Automatic (Cơ),36 mm,Thép không gỉ 316L / Mạ vàng PVD,Thép không gỉ 316L / Mạ vàng PVD,Kính Sapphire,30 m,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nam
2086,4.050.000,SRZ458P1,Seiko,Nhật Bản,Quartz (Pin),24.2 mm,Thép không gỉ 316L,Thép không gỉ 316L,Hardlex Crystal (Kính Cứng),50 m,Lịch Ngày,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nữ
2087,7.085.000,AW1526-89X,Citizen,Nhật Bản,Eco-drive,46mm,Thép không gỉ,Thép không gỉ,Kính cứng,100M,"Lịch ngày, dạ quang",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
2088,3.510.000,OPA58061MS-D,Olympia Star,Thụy Sỹ,Swiss quartz (chạy pin),40mm,Thép không gỉ,Thép không gỉ,Kính Sapphire,30M,,5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
2089,2.830.000,F.4.1059.05,Freelook,Pháp,Quartz (Pin),31mm,Thép không gỉ 316L/Mạ vàng PVD,Thép không gỉ 316L/Mạ vàng PVD,Kính Cứng,50m,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
2090,18.250.000,WZ0031AC,Orient,Nhật Bản,Automatic,39 mm,Thép Không Gỉ,Thép Không Gỉ,Kính Sapphire,50m,"Lịch ngày, dạ quang",5 năm cả lỗi người dùng tại Xwatch,1 năm,Nam
2091,4.610.000,OP993-6AGS-T,Olym Pianus,Nhật Bản,Automatic,40 mm,Thép không gỉ 316L,Thép không gỉ 316L,Kính Sapphire,30 m,,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nam
2092,2.990.000,F.8.1064.06,Freelook,Pháp,Quartz (Pin),33mm,Thép không gỉ 316L,Thép không gỉ,Kính Cứng,30m,Đính đá,5 năm cả lỗi người dùng tại Xwatch,2 năm,Nữ
