,Thương hiệu,Giá tiền,Mã sản phẩm,giới tính,kiểu dáng,loại máy,phong cách,mặt kính,đường kính,chất liệu vỏ,độ dày,chất liệu dây,độ chịu nước,tính năng khác,bảo hành chính hãng,màu mặt,xuất xứ thương hiệu,bảo hành duy anh
1616,LONGINES,27.324.000,L4.760.4.12.2,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Sapphire,35mm,Thép không gỉ 316L,,Dây da,30m,Lịch ngày.,5 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế)
1617,TISSOT,11.025.000,T103.110.11.033.00,Nữ,Mặt Oval,Quartz (Máy pin - điện tử),Thời trang,Sapphire,24.4mm - 27.2mm,Thép không gỉ 316L,7.73mm,Thép không gỉ 316L,30m,,2 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
1618,CITIZEN,4.335.000,AW1080-51A,Nam,Mặt tròn,Eco-Drive (Năng lượng ánh sáng),Sang trọng,Mặt kính cứng,40mm,Thép không gỉ 316L,11mm,Thép không gỉ 316L,50 m,Lịch ngày.,1 năm quốc tế,Trắng,Nhật Bản,
1619,FREELOOK,1.899.000,F.1.1081.01,Nữ,Mặt tròn,Quartz (Máy pin - điện tử),Thời trang,Mặt kính cứng,32mm,Thép không gỉ mạ vàng công nghệ PVD,,Dây da,50m,,2 năm quốc tế,Trắng,Pháp,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
1620,ORIENT,2.771.000,FUNG2005D0,Nam,Mặt tròn,Quartz (Máy pin - điện tử),Quân đội,Mặt kính cứng,42mm,Thép không gỉ 316L,,Dây dù,50m,Lịch ngày,1 năm quốc tế,Xanh lam,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
1621,LONGINES,43.987.500,L4.374.4.27.6,Nữ,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Sapphire,30mm,Thép không gỉ 316L,,Thép không gỉ 316L,30m,Lịch ngày. Mặt đính 13 viên kim cương 0.034 carats tại các vị trí cọc số,5 năm quốc tế,Trắng,Thụy Sĩ,5 năm (đã bao gồm Bảo hành Quốc tế)
1622,TISSOT,14.382.000,T077.417.11.051.00,Nam,Mặt tròn,Quartz Chronograph (Máy pin bấm giờ thể thao),Thể thao sang trọng,Sapphire,40.3mm x 40.3mm,Thép không gỉ 316L,10.92mm,Thép không gỉ 316L,100m,Lịch ngày.,2 năm quốc tế,Đen,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời
1623,SEIKO,6.435.000,SRP707K1,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Mặt kính cứng,43mm,Thép không gỉ 316L,13mm,Thép không gỉ 316L,100m,"Lịch ngày, lịch thứ.",1 năm quốc tế,Đen,Nhật Bản,5 năm lau dầu bảo dưỡng miễn phí
1624,TISSOT,9.450.000,T103.210.36.018.00,Nữ,Mặt Oval,Quartz (Máy pin - điện tử),Thời trang,Sapphire,38mm,Thép không gỉ mạ vàng công nghệ PVD,7.1mm,Dây da,30m,Lịch ngày. Tặng kèm 01 dây da.,2 năm quốc tế,Trắng,Thụy Sĩ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
1625,SEIKO,12.915.000,SSA303J1,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Sapphire,42mm,Thép không gỉ 316L,13.97mm,Thép không gỉ 316L,100m,Lịch ngày. Seiko Presage Power Reserve Automatic sử dụng bộ máy cơ cao cấp Calibre 4R57.,1 năm quốc tế,Trắng,Nhật Bản,5 năm lau dầu bảo dưỡng miễn phí
1626,CITIZEN,2.210.000,EU6000-06A,Nữ,Mặt tròn,Quartz (Máy pin - điện tử),Sang trọng,Mặt kính cứng,27mm,Thép không gỉ 316L,,Dây da,50m,Lịch ngày,1 năm quốc tế,Trắng,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
1627,TISSOT,9.765.000,T063.409.16.058.00,Nam,Mặt tròn,Quartz (Máy pin - điện tử),Sang trọng,Sapphire,39mm,Thép không gỉ 316L,5.2mm,Dây da,30m,,2 năm Quốc tế,Đen,Thụy Sĩ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
1628,LONGINES,33.447.600,L4.709.1.91.8,Nam,Mặt tròn,Quartz (Máy pin - điện tử),Sang trọng,Sapphire,33mm,Thép không gỉ mạ vàng công nghệ PVD,,Thép không gỉ 316L mạ vàng công nghệ PVD,30m,,2 năm quốc tế,Trắng,Thụy Sĩ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
1629,DANIEL WELLINGTON,5.409.000,DW00100124,Nam,Mặt tròn,Quartz (Máy pin - điện tử),Thời trang,Mặt kính cứng,40mm,Thép không gỉ mạ vàng công nghệ PVD,6mm,Dây da,30m,,"Thương hiệu Thụy Điển, máy Nhật Bản",Đen,Thụy Điển,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
1630,CLAUDE BERNARD,8.910.000,85017.3M.AIN,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Sapphire,40.5mm,Thép không gỉ 316L,,Thép không gỉ 316L,50m,Lộ máy.,2 năm quốc tế,Trắng,Thụy Sỹ,5 năm lau dầu bảo dưỡng miễn phí
1631,SEIKO,10.352.700,SSA132J1,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Sapphire,40mm,Thép không gỉ mạ vàng công nghệ PVD,12mm,Thép không gỉ 316L,100m,"Lịch ngày, đồng hồ 24h.",1 năm quốc tế,Trắng,Nhật Bản,5 năm lau dầu bảo dưỡng miễn phí
1632,SEIKO,5.130.000,SUR478P1,Nữ,Mặt tròn,Quartz (Máy pin - điện tử),Hiện đại,Sapphire,30mm,Thép không gỉ mạ vàng công nghệ PVD,7.5mm,Dây da,100m,Lịch ngày.,1 năm quốc tế,Vàng,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
1633,OLYMPIA STAR,3.303.000,OPA98022-00MS-T,Nam,Mặt tròn,Quartz (Máy pin - điện tử),Hiện đại,Sapphire,40mm,Thép không gỉ 316L,,Thép không gỉ 316L,30m,"Lịch ngày, lịch thứ, lịch tuần trăng",2 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
1634,SEIKO,5.263.200,SNE324P1,Nam,Mặt tròn,Quartz Solar (Năng lượng ánh sáng),Sang trọng,Mặt kính cứng,40mm,Thép không gỉ mạ vàng công nghệ PVD,,Thép không gỉ 316L mạ vàng công nghệ PVD,100m,Lịch ngày.,1 năm quốc tế,Trắng,Nhật Bản,
1635,SEIKO,30.393.000,SPB045J1,Nam,Mặt tròn,Automatic (Máy cơ tự động),Hiện đại,Sapphire,40.5mm,Thép không gỉ 316L,12.8mm,Dây da,100m,"Lịch ngày. Thang báo năng lượng Power reserve. Caliber 6R27, 29 chân kính, trữ cót 45h.",1 năm quốc tế,Trắng,Nhật Bản,5 Năm ( Đã bao gồm bảo hành Quốc tế ).
1636,OLYM PIANUS,7.956.000,OP990-45.24ADGS-GL-T,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Sapphire,42mm,Thép không gỉ 316L,11.5mm,Dây cao su,50m,"Lịch ngày, lịch thứ.",2 năm quốc tế,Trắng,Thụy Sỹ,5 Năm ( Đã bao gồm bảo hành Quốc tế ).
1637,OLYM PIANUS,2.970.000,OP2482LR-D,Nữ,Mặt tròn,Quartz (Máy pin - điện tử),Sang trọng,Sapphire,30mm,Thép không gỉ mạ vàng công nghệ PVD,,Thép không gỉ 316L dạng lắc,30m,,2 năm quốc tế,Đen,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
1638,CITIZEN,6.205.000,NH8240-57A,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Sapphire,39mm,Thép không gỉ 316L,11mm,Thép không gỉ 316L,50m,"Lịch ngày, lịch thứ.",1 năm quốc tế,Trắng,Nhật Bản,5 năm lau dầu bảo dưỡng miễn phí
1639,LONGINES,113.850.000,L4.309.5.88.7,Nữ,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Sapphire,25.5mm,Thép không gỉ 316L/ Vàng 18K,,Thép không gỉ 316L/ Vàng 18K,30m,"Lịch ngày. Vỏ đính 52 viên kim cương tổng 0.353 carat. Mặt số đính 12 viên kim cương tổng 0.026 carat. Caliber L592, 28.800 vph, trữ cót 40h.",5 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế)
1640,ORIENT,2.924.000,SUNE5002W0,Nam,Mặt tròn,Quartz (Máy pin - điện tử),Sang trọng,Mặt kính cứng,40mm,Thép không gỉ 316L,10mm,Thép không gỉ 316L,100m,Lịch ngày.,1 năm quốc tế,Trắng,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
1641,CITIZEN,2.898.500,BH1674-57E,Nam,Mặt vuông,Quartz (Máy pin - điện tử),Sang trọng,Mặt kính cứng,38mm x 26mm,Thép không gỉ 316L,9mm,Thép không gỉ 316L,30m,Lịch ngày.,1 năm quốc tế,Đen,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
1642,LONGINES,45.280.800,L4.810.4.92.6,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Sapphire,37mm,Thép không gỉ 316L,,Thép không gỉ 316L,30m,Lịch ngày.,5 năm quốc tế,Xanh lam,Thụy Sĩ,5 năm (đã bao gồm Bảo hành Quốc tế)
1643,CITIZEN,3.213.000,BE9180-52E,Nam,Mặt tròn,Quartz (Máy pin - điện tử),Hiện đại,Mặt kính cứng,42mm,Thép không gỉ 316L,8.4mm,Thép không gỉ 316L,50m,Kim rốn góc 6h,1 năm quốc tế,Đen,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
1644,CITIZEN,5.950.000,FD2030-51H,Nữ,Mặt tròn,Eco-Drive (Năng lượng ánh sáng),Thể thao sang trọng,Mặt kính cứng,37mm,Thép không gỉ 316L,,Thép không gỉ 316L,50m,"Lịch ngày, lịch thứ. ECO-DRIVE hấp thụ năng lượng từ ánh sáng.",1 năm quốc tế,Đen,Nhật Bản,
1645,CITIZEN,2.992.000,ER0204-58A,Nữ,Mặt tròn,Quartz (Máy pin - điện tử),Sang trọng,Mặt kính cứng,26.5mm,Thép không gỉ 316L,,Thép không gỉ 316L mạ vàng công nghệ PVD,50m,,1 năm quốc tế,Trắng,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
1646,CASIO,3.887.100,GBA-800LU-1A1DR,Nam,Mặt tròn,Quartz (Máy pin - điện tử),Thể thao,Mặt kính cứng,"54,1-48,6mm",Nhựa,15.5mm,Nhựa,200m,"lịch ngày, chức năng bấm giờ thể thao",5 Năm chính hãng,Trắng,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
1647,SEIKO,23.040.000,SPB101J1,Nam,Mặt tròn,Automatic (Máy cơ tự động),Thể thao,Sapphire,45mm,Thép không gỉ 316L,12.9mm,Thép không gỉ 316L,200m,Lịch ngày.,1 năm quốc tế,Đen,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế)
1648,CITIZEN,6.545.000,EX1412-82P,Nữ,Mặt Oval,Eco-Drive (Năng lượng ánh sáng),Sang trọng,Mặt kính cứng,18mm x 31mm,Thép không gỉ mạ vàng công nghệ PVD,,Thép không gỉ 316L dạng lắc,30m,ECO-DRIVE hấp thụ năng lượng từ ánh sáng,1 năm quốc tế,Vàng,Nhật Bản,
1649,TISSOT,10.395.000,T126.010.16.013.00,Nữ,Mặt tròn,Quartz (Máy pin - điện tử),Thời trang,Sapphire,26mm,Thép không gỉ 316L,6.9mm,Dây da,50m,Lịch ngày. Quartz EOL.,2 năm quốc tế,Trắng,Thuỵ Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
1650,LONGINES,49.162.500,L4.899.3.32.7,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Sapphire,38.5mm,Thép không gỉ mạ vàng công nghệ PVD,9.2mm,Thép không gỉ 316L mạ vàng công nghệ PVD,30m,"Lịch ngày, Lịch thứ. Caliber L636, 28.800vph, trữ cót 38h. Sapphire chống lóa.",5 năm quốc tế,Vàng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế)
1651,LONGINES,56.925.000,L4.309.5.11.7,Nữ,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Sapphire,25.5mm,Thép không gỉ 316L/ Vàng 18K,8.3mm,Thép không gỉ 316L/ Vàng 18K,30m,"Lịch ngày. Caliber L592, 28.800vph, trữ cót 45h.",5 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế)
1652,TISSOT,30.051.000,T091.420.44.081.00,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Sapphire,,Thép không gỉ 316L,,Thép không gỉ 316L,,,,Trắng,,
1653,TISSOT,13.230.000,T063.637.11.067.00,Nam,Mặt tròn,Quartz (Máy pin - điện tử),Sang trọng,Sapphire,42mm,Thép không gỉ 316L,11.07mm,Thép không gỉ 316L,30m,Lịch thế kỷ.,2 năm quốc tế,Đen,Thụy Sĩ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
1654,LONGINES,18.810.000,L4.720.4.11.6,Nam,Mặt tròn,Quartz (Máy pin - điện tử),Sang trọng,Sapphire,33mm,Thép không gỉ 316L,,Thép không gỉ 316L,30m,Lịch ngày.,2 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
1655,CANDINO,3.835.000,C4569/1,Nữ,Mặt tròn,Quartz (Máy pin - điện tử),Sang trọng,Sapphire,34mm,Thép không gỉ mạ vàng công nghệ PVD,,Thép không gỉ 316L mạ vàng công nghệ PVD,50m,Mặt khảm trai.,2 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
1656,TISSOT,9.765.000,T063.009.16.018.00,Nữ,Mặt tròn,Quartz (Máy pin - điện tử),Sang trọng,Sapphire,25mm,Thép không gỉ 316L,5.2mm,Dây da,30m,,2 năm Quốc tế,Trắng,Thụy Sĩ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
1657,DANIEL WELLINGTON,3.850.200,DW00100189,Nữ,Mặt tròn,Quartz (Máy pin - điện tử),Thời trang,Mặt kính cứng,32mm,Thép không gỉ mạ vàng công nghệ PVD,,Dây da,30m,"Thương hiệu Thụy Điển, máy Nhật Bản",2 năm quốc tế,Trắng,Thụy Điển,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
1658,LONGINES,62.100.000,L2.628.4.57.6,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Sapphire,38.5mm,Thép không gỉ 316L,9.2mm,Thép không gỉ 316L,30m,"Lịch ngày. Caliber L888, 25.200vph, trữ cót 64h. Mặt số đính 12 viên kim cương tổng cộng 0.055 carats",5 năm quốc tế,Đen,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế)
1659,CALVIN KLEIN,2.870.000,K9H211C1,Nam,Mặt tròn,Quartz (Máy pin - điện tử),Thời trang,Mặt kính cứng,43mm,Thép không gỉ 316L,,Dây da,30m,Lịch ngày,2 năm quốc tế,Đen,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
1660,SEIKO,11.844.000,SXDE57P1,Nữ,Mặt tròn,Quartz (Máy pin - điện tử),Thời trang,Sapphire,27.6mm,Thép không gỉ 316L,7.12mm,Thép không gỉ 316L,100m,Lịch ngày. Vành đính 24 viên kim cương.,1 năm quốc tế,Trắng,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
1661,SEIKO,4.095.000,SGEH44P1,Nam,Mặt tròn,Quartz (Máy pin - điện tử),Sang trọng,Sapphire,,Thép không gỉ 316L,,Dây da,,,,Trắng,,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
1662,SEIKO,2.961.000,SNK371K1S,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Mặt kính cứng,37mm,Thép không gỉ 316L,11mm,Thép không gỉ 316L,30m,"Lịch ngày, lịch thứ.",1 năm quốc tế,Xanh lam,Nhật Bản,5 năm lau dầu bảo dưỡng miễn phí
1663,LONGINES,34.930.800,L4.821.2.12.7,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Sapphire,34.5mm,Thép không gỉ mạ vàng công nghệ PVD,7mm,Thép không gỉ 316L mạ vàng công nghệ PVD,30m,,5 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế)
1664,CASIO,2.495.700,MTS-110L-2AVDF,Nam,Mặt tròn,Quartz (Máy pin - điện tử),Hiện đại,Sapphire,38.8mm,Thép không gỉ 316L,8.8mm,Dây da,50m,,1 năm quốc tế,Xanh lam,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
1665,OLYM PIANUS,4.518.000,OP9927-56AMSK-T,Nam,Mặt tròn,Automatic (Máy cơ tự động),Hiện đại,Sapphire,40mm,Thép không gỉ mạ vàng công nghệ PVD,,Thép không gỉ 316L mạ vàng công nghệ PVD,30m,"Lịch ngày, lịch thứ.",2 năm quốc tế,Trắng,Thụy Sỹ,5 Năm ( Đã bao gồm bảo hành Quốc tế ).
1666,OLYM PIANUS,4.482.000,OP990-162AMS-T,Nam,Mặt tròn,Automatic (Máy cơ tự động),Hiện đại,Sapphire,40mm,Thép không gỉ 316L,10mm,Thép không gỉ 316L,30m,,2 năm quốc tế,Trắng,Thụy Sỹ,5 Năm ( Đã bao gồm bảo hành Quốc tế ).
1667,CITIZEN,3.264.000,AN8050-51A,Nam,Mặt tròn,Quartz Chronograph (Máy pin bấm giờ thể thao),Thể thao,Mặt kính cứng,42mm,Thép không gỉ 316L,,Thép không gỉ 316L,50m,Lịch ngày.,1 năm quốc tế,Trắng,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời
1668,CITIZEN,4.760.000,AU1080-11L,Nam,Mặt tròn,Eco-Drive (Năng lượng ánh sáng),Thời trang,Sapphire,38mm,Thép không gỉ 316L,6.8mm,Dây da,30m,,1 năm quốc tế,Xanh lam,Nhật Bản,
1669,TISSOT,24.255.000,T099.407.36.037.00,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Sapphire,42mm,Thép không gỉ mạ vàng công nghệ PVD,10.89mm,Dây da,50m,"Lịch ngày. POWERMATIC 80, dự trữ năng lượng lên đến 80 giờ.",2 năm quốc tế,Trắng,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế)
1670,DANIEL WELLINGTON,6.738.300,DW00100359,Nữ,Mặt tròn,Quartz (Máy pin - điện tử),Hiện đại,Mặt kính cứng,28mm,Thép không gỉ mạ vàng công nghệ PVD,8mm,Thép không gỉ 316L mạ vàng công nghệ PVD,30m,,2 năm quốc tế,Trắng,Thụy Điển,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
1671,CITIZEN,11.815.000,CA0710-82L,Nam,Mặt tròn,Eco-Drive (Năng lượng ánh sáng),Thể thao,Mặt kính cứng,44.5mm,Thép không gỉ 316L,13.8mm,Thép không gỉ 316L,200m,ECO-DRIVE hấp thụ năng lượng từ ánh sáng. Chức năng bấm giờ thể thao,1 năm quốc tế,Xanh lam,Nhật Bản,
1672,SEIKO,3.555.000,SUR224P1,Nam,Mặt tròn,Quartz (Máy pin - điện tử),Sang trọng,Mặt kính cứng,40mm,Thép không gỉ mạ vàng công nghệ PVD,,Thép không gỉ 316L mạ vàng công nghệ PVD,100m,Lịch ngày,1 năm quốc tế,Trắng,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
1673,CITIZEN,10.786.500,EW2560-86A,Nữ,Mặt tròn,Eco-Drive (Năng lượng ánh sáng),Thời trang,Sapphire,30mm,Titanium,8mm,Titanium,50m,Lịch ngày. Sapphire chống chói.,1 năm quốc tế,Trắng,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế).
1674,DANIEL WELLINGTON,4.446.000,DW00100433,Nữ,Mặt chữ nhật,Quartz (Máy pin - điện tử),Thời trang,Mặt kính cứng,26mm -20mm,Thép không gỉ mạ vàng công nghệ PVD,6mm,Thép không gỉ 316L dạng lưới,30m,,2 năm quốc tế,Đen,Thụy Điển,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
1675,LONGINES,143.605.800,L2.257.8.87.3,Nữ,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Sapphire,29mm,Vàng 18K,8.5mm,Dây da,30m,"Lịch ngày. Caliber L592, 28.800vph, trữ cót 45h. Mặt số đính 12 viên kim cương tổng cộng 0.034 carat. Dây da cá sấu.",5 năm quốc tế,Khảm trai,Thụy Sỹ,5 Năm ( Đã bao gồm bảo hành Quốc tế ).
1676,SEIKO,12.132.000,SRPC79J1,Nam,Mặt tròn,Automatic (Máy cơ tự động),Sang trọng,Sapphire,41.7mm,Thép không gỉ 316L,11.7mm,Thép không gỉ 316L,30m,Lịch Ngày,1 năm quốc tế,Trắng,Nhật Bản,5 năm lau dầu bảo dưỡng miễn phí
1677,CITIZEN,3.485.000,EZ6352-58D,Nữ,Mặt vuông,Quartz (Máy pin - điện tử),Sang trọng,Mặt kính cứng,15mm x 25mm,Thép không gỉ mạ vàng công nghệ PVD,,Thép không gỉ 316L mạ vàng công nghệ PVD,30m,,1 năm quốc tế,Xanh lam,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
1678,SEIKO,5.769.000,SSB207P1,Nam,Mặt tròn,Quartz Chronograph (Máy pin bấm giờ thể thao),Thể thao,Hardlex Crystal,42.2mm,Thép không gỉ 316L,,Thép không gỉ 316L,100m,Lịch ngày.,1 năm quốc tế,Xanh lam,Nhật Bản,Thay pin miễn phí trọn đời
1679,TISSOT,10.710.000,T112.210.11.046.00,Nữ,Mặt tròn,Quartz (Máy pin - điện tử),Thời trang,Sapphire,30mm,Thép không gỉ 316L,8.7mm,Thép không gỉ 316L,30m,Cọc số đính kim cương,2 năm quốc tế,Xanh lam,Thụy Sĩ,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
1680,CITIZEN,7.042.250,NH9130-17A,Nam,Mặt tròn,Automatic (Máy cơ tự động),Hiện đại,Sapphire,40mm,Thép không gỉ 316L,10.7mm,Dây da,50m,Open Heart.,1 năm quốc tế,Vàng,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế)
1681,ORIENT,3.544.500,SSTAA003B0,Nam,Mặt tròn,Quartz (Máy pin - điện tử),Sang trọng,Mặt kính cứng,35mm x 38mm,Thép không gỉ 316L,10mm,Thép không gỉ 316L,30m,"Lịch ngày, lịch thứ.",1 năm quốc tế,Đen,Nhật Bản,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
1682,SKAGEN,3.475.000,SKW2475,Nữ,Mặt tròn,Quartz (Máy pin - điện tử),Thời trang,Mặt kính cứng,36mm,Thép không gỉ mạ vàng công nghệ PVD,,Dây da,50m,,Trọn đời,Đen,Đan Mạch,5 năm (đã bao gồm Bảo hành Quốc tế). Thay pin miễn phí trọn đời.
1683,LONGINES,56.925.000,L3.811.4.93.6,Nam,Mặt tròn,Automatic Chronometer (Máy cơ tự động chuẩn COSC),Thể thao sang trọng,Sapphire,42mm,Thép không gỉ 316L,12.2mm,Thép không gỉ 316L,100m,"Lịch ngày. Caliber L888.4, 25.200vph, trữ cót 64h.",5 năm quốc tế,Xanh lam,Thụy Sỹ,5 năm (đã bao gồm Bảo hành Quốc tế).
